sku,item_number,upc_ean_gtin,manufacturer_part_number,product_name,short_description,long_description,product_category,subcategory,brand,model,product_status,unit_of_measure,inventory_type,stocking_indicator,reorder_point,safety_stock,lead_time_days,min_order_qty,max_order_qty,cycle_count_class,lot_controlled,serial_controlled,standard_cost,average_cost,last_cost,list_price,selling_price,currency,price_effective_date,primary_vendor_id,primary_vendor_name,vendor_sku,vendor_lead_time_days,country_of_origin,weight_lbs,length_in,width_in,height_in,volume_cubic_in,color,material,hazardous_material_flag,warehouse_id,zone,aisle,rack,shelf,bin,warehouse_location_code,storage_type,seo_title,product_image_url,product_page_url,marketing_description,keywords,web_enabled,channel,created_date,created_by,last_modified_date,last_modified_by,version_number
ACC-TER-G983-PRO-0286,ITM-000286,543627187496,MPN-TER-153357,TerraWave G983-PRO Webcam,Webcam by TerraWave,TerraWave G983-PRO Webcam for consumer and business electronics applications.,Accessory,Webcam,TerraWave,G983-PRO,Active,EA,Accessory,Stocked,146,22,45,5,2500,B,N,N,52.38,53.72,52.39,105.72,89.34,USD,2025-04-24,SUP-005,Austin Tech Distribution,V-SUP-005-73790,45,USA,14.76,14.57,12.0,6.77,1183.67,Black,Aluminum,N,WH-MIA-01,Z19,A13,R020,S07,B03,Z19-A13-R020-S07-B03,Shelf,Buy TerraWave G983-PRO Webcam,https://example.com/images/ACC-TER-G983-PRO-0286.jpg,https://example.com/products/ACC-TER-G983-PRO-0286,Reliable webcam with modern electronics features and dependable performance.,"accessory,webcam,terrawave,g983-pro",Y,E-commerce,2025-04-24,kpatel,2025-06-25,jmartinez,1
TV-NOV-N465-SL-0287,ITM-000287,234159597752,MPN-NOV-403815,NovaVision N465-SL QLED TV,QLED TV by NovaVision,NovaVision N465-SL QLED TV for consumer and business electronics applications.,TV,QLED TV,NovaVision,N465-SL,Active,EA,Finished Good,Stocked,210,73,13,1,250,B,N,Y,1325.37,1345.16,1367.42,2727.11,2291.74,USD,2025-01-25,SUP-005,Austin Tech Distribution,V-SUP-005-32342,7,USA,56.4,70.47,5.9,35.59,14797.36,Red,Mixed Materials,N,WH-MIA-01,Z05,A29,R013,S01,B02,Z05-A29-R013-S01-B02,Pallet,Buy NovaVision N465-SL QLED TV,https://example.com/images/TV-NOV-N465-SL-0287.jpg,https://example.com/products/TV-NOV-N465-SL-0287,Reliable qled tv with modern electronics features and dependable performance.,"tv,qled-tv,novavision,n465-sl",Y,Marketplace,2025-01-25,sku_admin,2025-05-26,sku_admin,1
STO-PIX-X478-BK-0288,ITM-000288,229462135415,MPN-PIX-732094,PixelPro X478-BK USB Flash Drive,USB Flash Drive by PixelPro,PixelPro X478-BK USB Flash Drive for consumer and business electronics applications.,Storage,USB Flash Drive,PixelPro,X478-BK,Active,EA,Finished Good,Stocked,164,77,29,1,500,B,Y,Y,334.5,337.57,357.16,506.85,477.98,USD,2025-07-18,SUP-004,Tokyo Precision Devices,V-SUP-004-11399,7,Japan,10.6,7.47,14.95,4.04,451.17,Blue,Polycarbonate,N,WH-MIA-01,Z09,A30,R085,S02,B03,Z09-A30-R085-S02-B03,Cage,Buy PixelPro X478-BK USB Flash Drive,https://example.com/images/STO-PIX-X478-BK-0288.jpg,https://example.com/products/STO-PIX-X478-BK-0288,Reliable usb flash drive with modern electronics features and dependable performance.,"storage,usb-flash-drive,pixelpro,x478-bk",Y,Marketplace,2025-07-18,jmartinez,2025-07-26,mchen,7
TV-SIG-P443-WH-0289,ITM-000289,866525483744,MPN-SIG-187352,SignalMax P443-WH QLED TV,QLED TV by SignalMax,SignalMax P443-WH QLED TV for consumer and business electronics applications.,TV,QLED TV,SignalMax,P443-WH,Active,EA,Finished Good,Non-stocked,26,87,23,10,100,A,N,N,1036.9,1011.97,1035.39,2216.13,2050.45,USD,2025-10-03,SUP-004,Tokyo Precision Devices,V-SUP-004-97154,18,Japan,61.73,68.59,2.04,17.38,2431.87,White,Plastic,N,WH-MIA-01,Z11,A40,R010,S03,B05,Z11-A40-R010-S03-B05,Pallet,Buy SignalMax P443-WH QLED TV,https://example.com/images/TV-SIG-P443-WH-0289.jpg,https://example.com/products/TV-SIG-P443-WH-0289,Reliable qled tv with modern electronics features and dependable performance.,"tv,qled-tv,signalmax,p443-wh",Y,E-commerce,2025-10-03,kpatel,2026-01-28,arodriguez,3
COM-APE-P910-PLUS-0290,ITM-000290,330165837379,MPN-APE-840581,ApexTech P910-PLUS Laptop,Laptop by ApexTech,ApexTech P910-PLUS Laptop for consumer and business electronics applications.,Computer,Laptop,ApexTech,P910-PLUS,Active,EA,Finished Good,Stocked,78,95,46,10,100,B,N,Y,140.27,138.28,135.88,311.17,268.62,USD,2024-10-30,SUP-004,Tokyo Precision Devices,V-SUP-004-93964,41,Japan,32.1,19.25,7.06,3.77,512.36,Gray,Polycarbonate,N,WH-MIA-01,Z11,A15,R021,S07,B05,Z11-A15-R021-S07-B05,Rack,Buy ApexTech P910-PLUS Laptop,https://example.com/images/COM-APE-P910-PLUS-0290.jpg,https://example.com/products/COM-APE-P910-PLUS-0290,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,apextech,p910-plus",Y,Retail,2024-10-30,sku_admin,2025-04-01,mchen,9
TV-OMN-A166-BK-0291,ITM-000291,175096170159,MPN-OMN-908856,OmniLink A166-BK QLED TV,QLED TV by OmniLink,OmniLink A166-BK QLED TV for consumer and business electronics applications.,TV,QLED TV,OmniLink,A166-BK,Active,EA,Finished Good,Non-stocked,179,79,46,1,2500,B,N,Y,520.8,538.96,519.84,1021.5,920.23,USD,2024-11-28,SUP-008,Penang Device Assembly,V-SUP-008-69267,24,Malaysia,33.81,74.96,2.76,33.44,6918.39,Silver,Polycarbonate,N,WH-MIA-01,Z02,A23,R053,S08,B04,Z02-A23-R053-S08-B04,Shelf,Buy OmniLink A166-BK QLED TV,https://example.com/images/TV-OMN-A166-BK-0291.jpg,https://example.com/products/TV-OMN-A166-BK-0291,Reliable qled tv with modern electronics features and dependable performance.,"tv,qled-tv,omnilink,a166-bk",Y,Retail,2024-11-28,sku_admin,2025-03-11,sku_admin,6
KEY-QUA-N114-PRO-0292,ITM-000292,229231067245,MPN-QUA-307362,QuantumGear N114-PRO Wireless Keyboard,Wireless Keyboard by QuantumGear,QuantumGear N114-PRO Wireless Keyboard for consumer and business electronics applications.,Keyboard,Wireless Keyboard,QuantumGear,N114-PRO,Active,EA,Finished Good,Stocked,105,22,22,10,500,A,N,N,37.31,37.68,37.55,72.78,59.64,USD,2024-08-28,SUP-008,Penang Device Assembly,V-SUP-008-64571,67,Malaysia,14.55,4.02,14.5,1.6,93.26,Black,Glass,N,WH-MIA-01,Z11,A31,R078,S05,B02,Z11-A31-R078-S05-B02,Rack,Buy QuantumGear N114-PRO Wireless Keyboard,https://example.com/images/KEY-QUA-N114-PRO-0292.jpg,https://example.com/products/KEY-QUA-N114-PRO-0292,Reliable wireless keyboard with modern electronics features and dependable performance.,"keyboard,wireless-keyboard,quantumgear,n114-pro",Y,Wholesale,2024-08-28,sku_admin,2025-01-07,jmartinez,11
ACC-VOL-X713-SL-0293,ITM-000293,845525971075,MPN-VOL-537256,VoltEdge X713-SL Power Adapter,Power Adapter by VoltEdge,VoltEdge X713-SL Power Adapter for consumer and business electronics applications.,Accessory,Power Adapter,VoltEdge,X713-SL,Active,EA,Accessory,Stocked,181,31,58,1,1000,B,N,N,157.23,156.68,153.34,273.37,254.2,USD,2025-04-26,SUP-006,Monterrey Cable Works,V-SUP-006-22528,54,Mexico,11.79,12.73,13.85,7.37,1299.41,Silver,ABS Plastic,N,WH-MIA-01,Z20,A16,R032,S08,B05,Z20-A16-R032-S08-B05,Cage,Buy VoltEdge X713-SL Power Adapter,https://example.com/images/ACC-VOL-X713-SL-0293.jpg,https://example.com/products/ACC-VOL-X713-SL-0293,Reliable power adapter with modern electronics features and dependable performance.,"accessory,power-adapter,voltedge,x713-sl",Y,Marketplace,2025-04-26,arodriguez,2025-04-30,mchen,10
MOU-TER-P896-SL-0294,ITM-000294,425073305597,MPN-TER-689171,TerraWave P896-SL Wireless Mouse,Wireless Mouse by TerraWave,TerraWave P896-SL Wireless Mouse for consumer and business electronics applications.,Mouse,Wireless Mouse,TerraWave,P896-SL,Active,EA,Finished Good,Stocked,249,42,34,1,2500,C,N,N,25.91,25.52,27.73,44.98,38.41,USD,2024-11-01,SUP-005,Austin Tech Distribution,V-SUP-005-48810,8,USA,1.15,5.21,2.39,2.2,27.39,Black,Polycarbonate,N,WH-MIA-01,Z10,A16,R049,S07,B01,Z10-A16-R049-S07-B01,Cage,Buy TerraWave P896-SL Wireless Mouse,https://example.com/images/MOU-TER-P896-SL-0294.jpg,https://example.com/products/MOU-TER-P896-SL-0294,Reliable wireless mouse with modern electronics features and dependable performance.,"mouse,wireless-mouse,terrawave,p896-sl",Y,Retail,2024-11-01,jmartinez,2025-01-06,jmartinez,8
KEY-VOL-P876-WH-0295,ITM-000295,147439742925,MPN-VOL-117779,VoltEdge P876-WH Wireless Keyboard,Wireless Keyboard by VoltEdge,VoltEdge P876-WH Wireless Keyboard for consumer and business electronics applications.,Keyboard,Wireless Keyboard,VoltEdge,P876-WH,Active,EA,Finished Good,Stocked,227,43,38,5,500,A,N,N,58.17,58.98,60.02,105.06,89.09,USD,2024-02-27,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-18899,22,Vietnam,2.92,13.42,11.89,6.79,1083.44,Silver,Aluminum,N,WH-MIA-01,Z11,A37,R097,S01,B05,Z11-A37-R097-S01-B05,Pallet,Buy VoltEdge P876-WH Wireless Keyboard,https://example.com/images/KEY-VOL-P876-WH-0295.jpg,https://example.com/products/KEY-VOL-P876-WH-0295,Reliable wireless keyboard with modern electronics features and dependable performance.,"keyboard,wireless-keyboard,voltedge,p876-wh",Y,E-commerce,2024-02-27,sku_admin,2024-03-31,gtovar,6
MON-NOV-P451-BK-0296,ITM-000296,768086628137,MPN-NOV-266786,NovaVision P451-BK Ultrawide Monitor,Ultrawide Monitor by NovaVision,NovaVision P451-BK Ultrawide Monitor for consumer and business electronics applications.,Monitor,Ultrawide Monitor,NovaVision,P451-BK,Active,EA,Finished Good,Non-stocked,238,35,17,1,100,C,N,Y,74.12,76.03,75.03,123.69,116.86,USD,2024-01-25,SUP-004,Tokyo Precision Devices,V-SUP-004-64386,75,Japan,23.9,36.91,1.55,13.79,788.93,White,Plastic,N,WH-MIA-01,Z13,A26,R003,S05,B04,Z13-A26-R003-S05-B04,Shelf,Buy NovaVision P451-BK Ultrawide Monitor,https://example.com/images/MON-NOV-P451-BK-0296.jpg,https://example.com/products/MON-NOV-P451-BK-0296,Reliable ultrawide monitor with modern electronics features and dependable performance.,"monitor,ultrawide-monitor,novavision,p451-bk",Y,Retail,2024-01-25,kpatel,2024-07-14,kpatel,4
ACC-APE-N818-BK-0297,ITM-000297,958263280944,MPN-APE-683283,ApexTech N818-BK Power Adapter,Power Adapter by ApexTech,ApexTech N818-BK Power Adapter for consumer and business electronics applications.,Accessory,Power Adapter,ApexTech,N818-BK,Active,EA,Finished Good,Stocked,45,27,51,10,500,B,N,N,66.87,66.96,69.18,109.63,96.14,USD,2026-01-30,SUP-008,Penang Device Assembly,V-SUP-008-49139,32,Malaysia,9.17,14.07,8.65,4.65,565.93,Blue,ABS Plastic,N,WH-MIA-01,Z06,A08,R006,S07,B01,Z06-A08-R006-S07-B01,Pallet,Buy ApexTech N818-BK Power Adapter,https://example.com/images/ACC-APE-N818-BK-0297.jpg,https://example.com/products/ACC-APE-N818-BK-0297,Reliable power adapter with modern electronics features and dependable performance.,"accessory,power-adapter,apextech,n818-bk",Y,B2B,2026-01-30,jmartinez,2026-03-23,mchen,5
CAB-APE-N112-SL-0298,ITM-000298,253765769277,MPN-APE-688072,ApexTech N112-SL Power Cable,Power Cable by ApexTech,ApexTech N112-SL Power Cable for consumer and business electronics applications.,Cable,Power Cable,ApexTech,N112-SL,Active,PACK,Finished Good,Stocked,24,80,9,1,100,C,Y,N,2.71,2.63,2.73,5.93,4.96,USD,2024-10-31,SUP-003,Seoul Digital Supply,V-SUP-003-28591,38,South Korea,0.38,6.31,5.87,2.93,108.53,Matte Black,Copper,N,WH-MIA-01,Z12,A05,R036,S07,B01,Z12-A05-R036-S07-B01,Shelf,Buy ApexTech N112-SL Power Cable,https://example.com/images/CAB-APE-N112-SL-0298.jpg,https://example.com/products/CAB-APE-N112-SL-0298,Reliable power cable with modern electronics features and dependable performance.,"cable,power-cable,apextech,n112-sl",Y,Marketplace,2024-10-31,gtovar,2024-11-08,arodriguez,3
TV-NOV-R340-PRO-0299,ITM-000299,984409712316,MPN-NOV-810954,NovaVision R340-PRO LED TV,LED TV by NovaVision,NovaVision R340-PRO LED TV for consumer and business electronics applications.,TV,LED TV,NovaVision,R340-PRO,Active,EA,Finished Good,Stocked,14,65,30,5,1000,A,N,N,744.72,726.13,781.99,1679.25,1518.08,USD,2025-10-27,SUP-005,Austin Tech Distribution,V-SUP-005-83261,67,USA,58.13,37.53,3.07,35.79,4123.62,Gray,Plastic,N,WH-MIA-01,Z07,A16,R089,S08,B01,Z07-A16-R089-S08-B01,Shelf,Buy NovaVision R340-PRO LED TV,https://example.com/images/TV-NOV-R340-PRO-0299.jpg,https://example.com/products/TV-NOV-R340-PRO-0299,Reliable led tv with modern electronics features and dependable performance.,"tv,led-tv,novavision,r340-pro",Y,B2B,2025-10-27,mchen,2025-11-07,sku_admin,6
STO-BRI-A482-PLUS-0300,ITM-000300,588255629657,MPN-BRI-464314,BrightView A482-PLUS NAS Drive,NAS Drive by BrightView,BrightView A482-PLUS NAS Drive for consumer and business electronics applications.,Storage,NAS Drive,BrightView,A482-PLUS,Pending Launch,EA,Finished Good,Stocked,42,88,51,5,2500,B,N,Y,380.71,379.42,379.43,628.7,549.89,USD,2024-05-22,SUP-009,Berlin Network Systems,V-SUP-009-20714,58,Germany,12.97,5.79,2.56,5.56,82.41,White,Plastic,N,WH-MIA-01,Z05,A39,R044,S03,B05,Z05-A39-R044-S03-B05,Bulk,Buy BrightView A482-PLUS NAS Drive,https://example.com/images/STO-BRI-A482-PLUS-0300.jpg,https://example.com/products/STO-BRI-A482-PLUS-0300,Reliable nas drive with modern electronics features and dependable performance.,"storage,nas-drive,brightview,a482-plus",N,E-commerce,2024-05-22,kpatel,2024-07-13,sku_admin,5
AUD-SIG-A800-PLUS-0301,ITM-000301,571558686395,MPN-SIG-886249,SignalMax A800-PLUS Headphones,Headphones by SignalMax,SignalMax A800-PLUS Headphones for consumer and business electronics applications.,Audio,Headphones,SignalMax,A800-PLUS,Active,EA,Finished Good,Non-stocked,197,15,17,20,1000,A,N,N,565.59,548.65,595.66,1239.41,1076.9,USD,2024-01-25,SUP-002,Taipei Core Components,V-SUP-002-25869,31,Taiwan,7.58,18.57,11.03,3.76,770.15,Silver,Aluminum,N,WH-MIA-01,Z13,A20,R027,S02,B02,Z13-A20-R027-S02-B02,Cage,Buy SignalMax A800-PLUS Headphones,https://example.com/images/AUD-SIG-A800-PLUS-0301.jpg,https://example.com/products/AUD-SIG-A800-PLUS-0301,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,signalmax,a800-plus",Y,E-commerce,2024-01-25,gtovar,2024-01-29,arodriguez,7
MON-APE-R711-WH-0302,ITM-000302,565346997990,MPN-APE-812106,ApexTech R711-WH 4K Monitor,4K Monitor by ApexTech,ApexTech R711-WH 4K Monitor for consumer and business electronics applications.,Monitor,4K Monitor,ApexTech,R711-WH,Active,EA,Finished Good,Stocked,132,42,25,1,500,C,N,Y,749.33,773.0,753.04,1324.03,1134.15,USD,2024-04-04,SUP-006,Monterrey Cable Works,V-SUP-006-92745,17,Mexico,23.88,30.44,4.98,14.7,2228.39,Matte Black,Polycarbonate,N,WH-MIA-01,Z16,A06,R061,S05,B05,Z16-A06-R061-S05-B05,Pallet,Buy ApexTech R711-WH 4K Monitor,https://example.com/images/MON-APE-R711-WH-0302.jpg,https://example.com/products/MON-APE-R711-WH-0302,Reliable 4k monitor with modern electronics features and dependable performance.,"monitor,4k-monitor,apextech,r711-wh",Y,B2B,2024-04-04,jmartinez,2024-04-25,kpatel,8
TV-OMN-G895-PLUS-0303,ITM-000303,739610290871,MPN-OMN-626461,OmniLink G895-PLUS QLED TV,QLED TV by OmniLink,OmniLink G895-PLUS QLED TV for consumer and business electronics applications.,TV,QLED TV,OmniLink,G895-PLUS,Active,EA,Finished Good,Stocked,75,91,39,5,2500,C,N,Y,390.04,394.46,379.36,875.14,767.43,USD,2024-01-06,SUP-003,Seoul Digital Supply,V-SUP-003-33151,53,South Korea,17.39,56.25,3.71,36.23,7560.75,Black,Glass,N,WH-MIA-01,Z03,A13,R062,S08,B02,Z03-A13-R062-S08-B02,Rack,Buy OmniLink G895-PLUS QLED TV,https://example.com/images/TV-OMN-G895-PLUS-0303.jpg,https://example.com/products/TV-OMN-G895-PLUS-0303,Reliable qled tv with modern electronics features and dependable performance.,"tv,qled-tv,omnilink,g895-plus",Y,B2B,2024-01-06,kpatel,2024-04-14,kpatel,8
CAB-SIG-X203-SL-0304,ITM-000304,229907756085,MPN-SIG-765669,SignalMax X203-SL DisplayPort Cable,DisplayPort Cable by SignalMax,SignalMax X203-SL DisplayPort Cable for consumer and business electronics applications.,Cable,DisplayPort Cable,SignalMax,X203-SL,Active,EA,Component,Stocked,13,37,30,10,1000,A,Y,N,18.82,18.79,18.86,32.82,26.6,USD,2024-03-09,SUP-003,Seoul Digital Supply,V-SUP-003-64166,19,South Korea,0.45,4.46,5.42,2.16,52.21,Black,Copper,N,WH-MIA-01,Z15,A35,R048,S05,B04,Z15-A35-R048-S05-B04,Rack,Buy SignalMax X203-SL DisplayPort Cable,https://example.com/images/CAB-SIG-X203-SL-0304.jpg,https://example.com/products/CAB-SIG-X203-SL-0304,Reliable displayport cable with modern electronics features and dependable performance.,"cable,displayport-cable,signalmax,x203-sl",Y,Retail,2024-03-09,jmartinez,2024-08-24,mchen,12
KEY-PIX-X622-BK-0305,ITM-000305,184980425373,MPN-PIX-297831,PixelPro X622-BK Mechanical Keyboard,Mechanical Keyboard by PixelPro,PixelPro X622-BK Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,PixelPro,X622-BK,Inactive,EA,Finished Good,Stocked,127,63,16,1,250,B,N,N,91.4,94.94,87.67,171.55,144.96,USD,2025-10-02,SUP-009,Berlin Network Systems,V-SUP-009-63266,12,Germany,2.44,15.93,8.21,9.91,1296.08,Graphite,Plastic,N,WH-MIA-01,Z03,A37,R022,S04,B04,Z03-A37-R022-S04-B04,Cage,Buy PixelPro X622-BK Mechanical Keyboard,https://example.com/images/KEY-PIX-X622-BK-0305.jpg,https://example.com/products/KEY-PIX-X622-BK-0305,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,pixelpro,x622-bk",N,E-commerce,2025-10-02,jmartinez,2026-01-02,arodriguez,4
MON-TER-G956-SL-0306,ITM-000306,279862398471,MPN-TER-553762,TerraWave G956-SL 4K Monitor,4K Monitor by TerraWave,TerraWave G956-SL 4K Monitor for consumer and business electronics applications.,Monitor,4K Monitor,TerraWave,G956-SL,Active,EA,Finished Good,Stocked,111,10,38,1,250,C,N,Y,246.2,251.62,265.47,502.98,449.77,USD,2024-12-11,SUP-009,Berlin Network Systems,V-SUP-009-54880,73,Germany,16.32,36.06,4.42,16.05,2558.13,White,Glass,N,WH-MIA-01,Z16,A25,R097,S03,B04,Z16-A25-R097-S03-B04,Rack,Buy TerraWave G956-SL 4K Monitor,https://example.com/images/MON-TER-G956-SL-0306.jpg,https://example.com/products/MON-TER-G956-SL-0306,Reliable 4k monitor with modern electronics features and dependable performance.,"monitor,4k-monitor,terrawave,g956-sl",Y,Wholesale,2024-12-11,kpatel,2025-01-03,sku_admin,10
AUD-PIX-N345-MAX-0307,ITM-000307,354358644963,MPN-PIX-905635,PixelPro N345-MAX Headphones,Headphones by PixelPro,PixelPro N345-MAX Headphones for consumer and business electronics applications.,Audio,Headphones,PixelPro,N345-MAX,Active,EA,Finished Good,Stocked,210,100,47,1,250,C,N,Y,528.35,521.14,533.71,995.15,862.33,USD,2024-09-08,SUP-002,Taipei Core Components,V-SUP-002-45486,63,Taiwan,10.95,17.89,10.3,2.85,525.16,Red,Steel,N,WH-MIA-01,Z11,A12,R083,S08,B03,Z11-A12-R083-S08-B03,Shelf,Buy PixelPro N345-MAX Headphones,https://example.com/images/AUD-PIX-N345-MAX-0307.jpg,https://example.com/products/AUD-PIX-N345-MAX-0307,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,pixelpro,n345-max",Y,Wholesale,2024-09-08,sku_admin,2024-12-17,kpatel,2
KEY-APE-X293-WH-0308,ITM-000308,778948963406,MPN-APE-758623,ApexTech X293-WH Gaming Keyboard,Gaming Keyboard by ApexTech,ApexTech X293-WH Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,ApexTech,X293-WH,Active,EA,Finished Good,Stocked,32,62,30,5,500,A,N,N,24.37,25.12,26.3,50.62,47.84,USD,2024-04-24,SUP-002,Taipei Core Components,V-SUP-002-46329,41,Taiwan,4.38,12.32,5.49,8.05,544.48,Graphite,Copper,N,WH-MIA-01,Z14,A14,R006,S01,B01,Z14-A14-R006-S01-B01,Bulk,Buy ApexTech X293-WH Gaming Keyboard,https://example.com/images/KEY-APE-X293-WH-0308.jpg,https://example.com/products/KEY-APE-X293-WH-0308,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,apextech,x293-wh",Y,B2B,2024-04-24,mchen,2024-07-19,kpatel,10
MOU-PIX-A255-BK-0309,ITM-000309,895326389021,MPN-PIX-698988,PixelPro A255-BK Trackball Mouse,Trackball Mouse by PixelPro,PixelPro A255-BK Trackball Mouse for consumer and business electronics applications.,Mouse,Trackball Mouse,PixelPro,A255-BK,Discontinued,EA,Finished Good,Stocked,74,64,10,1,250,B,N,N,24.55,24.14,23.88,45.5,41.59,USD,2024-03-24,SUP-002,Taipei Core Components,V-SUP-002-68002,24,Taiwan,0.2,5.01,2.87,2.29,32.93,Graphite,Polycarbonate,N,WH-MIA-01,Z13,A29,R028,S04,B01,Z13-A29-R028-S04-B01,Rack,Buy PixelPro A255-BK Trackball Mouse,https://example.com/images/MOU-PIX-A255-BK-0309.jpg,https://example.com/products/MOU-PIX-A255-BK-0309,Reliable trackball mouse with modern electronics features and dependable performance.,"mouse,trackball-mouse,pixelpro,a255-bk",N,Retail,2024-03-24,kpatel,2024-07-06,sku_admin,11
STO-BRI-N429-BK-0310,ITM-000310,789679352196,MPN-BRI-276560,BrightView N429-BK NAS Drive,NAS Drive by BrightView,BrightView N429-BK NAS Drive for consumer and business electronics applications.,Storage,NAS Drive,BrightView,N429-BK,Active,EA,Finished Good,Stocked,60,42,25,5,500,A,N,N,244.43,255.88,254.02,411.48,353.91,USD,2025-03-10,SUP-002,Taipei Core Components,V-SUP-002-55643,34,Taiwan,6.95,16.6,7.06,4.11,481.68,Blue,ABS Plastic,N,WH-MIA-01,Z13,A02,R063,S07,B04,Z13-A02-R063-S07-B04,Rack,Buy BrightView N429-BK NAS Drive,https://example.com/images/STO-BRI-N429-BK-0310.jpg,https://example.com/products/STO-BRI-N429-BK-0310,Reliable nas drive with modern electronics features and dependable performance.,"storage,nas-drive,brightview,n429-bk",Y,Marketplace,2025-03-10,sku_admin,2025-04-01,arodriguez,3
ROU-VOL-R629-MAX-0311,ITM-000311,830650312198,MPN-VOL-152497,VoltEdge R629-MAX Mesh Router,Mesh Router by VoltEdge,VoltEdge R629-MAX Mesh Router for consumer and business electronics applications.,Router,Mesh Router,VoltEdge,R629-MAX,Active,EA,Finished Good,Stocked,139,34,31,1,500,A,N,N,193.09,190.84,191.26,318.43,275.91,USD,2024-06-20,SUP-004,Tokyo Precision Devices,V-SUP-004-88988,14,Japan,7.04,10.83,8.58,4.13,383.77,White,Aluminum,N,WH-MIA-01,Z06,A19,R071,S08,B04,Z06-A19-R071-S08-B04,Pallet,Buy VoltEdge R629-MAX Mesh Router,https://example.com/images/ROU-VOL-R629-MAX-0311.jpg,https://example.com/products/ROU-VOL-R629-MAX-0311,Reliable mesh router with modern electronics features and dependable performance.,"router,mesh-router,voltedge,r629-max",Y,B2B,2024-06-20,gtovar,2024-08-19,jmartinez,2
STO-SIG-A256-MAX-0312,ITM-000312,230524808806,MPN-SIG-241504,SignalMax A256-MAX USB Flash Drive,USB Flash Drive by SignalMax,SignalMax A256-MAX USB Flash Drive for consumer and business electronics applications.,Storage,USB Flash Drive,SignalMax,A256-MAX,Active,EA,Finished Good,Stocked,125,21,57,1,250,C,N,Y,143.24,140.95,138.12,292.24,265.76,USD,2025-07-08,SUP-010,Bangalore Peripheral Supply,V-SUP-010-94849,71,India,11.39,4.14,6.91,1.01,28.89,Red,Polycarbonate,N,WH-MIA-01,Z15,A34,R063,S07,B05,Z15-A34-R063-S07-B05,Bulk,Buy SignalMax A256-MAX USB Flash Drive,https://example.com/images/STO-SIG-A256-MAX-0312.jpg,https://example.com/products/STO-SIG-A256-MAX-0312,Reliable usb flash drive with modern electronics features and dependable performance.,"storage,usb-flash-drive,signalmax,a256-max",Y,Marketplace,2025-07-08,mchen,2025-10-19,sku_admin,3
AUD-COR-X311-BK-0313,ITM-000313,954196664505,MPN-COR-610888,CoreByte X311-BK Conference Speaker,Conference Speaker by CoreByte,CoreByte X311-BK Conference Speaker for consumer and business electronics applications.,Audio,Conference Speaker,CoreByte,X311-BK,Active,EA,Finished Good,Non-stocked,9,29,30,20,250,B,N,N,629.38,643.18,622.62,1048.21,953.87,USD,2025-03-01,SUP-001,Shenzhen Bright Electronics,V-SUP-001-93889,17,China,13.54,18.36,5.29,4.59,445.8,Blue,ABS Plastic,N,WH-MIA-01,Z15,A24,R027,S08,B02,Z15-A24-R027-S08-B02,Cage,Buy CoreByte X311-BK Conference Speaker,https://example.com/images/AUD-COR-X311-BK-0313.jpg,https://example.com/products/AUD-COR-X311-BK-0313,Reliable conference speaker with modern electronics features and dependable performance.,"audio,conference-speaker,corebyte,x311-bk",Y,Marketplace,2025-03-01,jmartinez,2025-03-14,jmartinez,11
KEY-VOL-N463-MAX-0314,ITM-000314,870715534820,MPN-VOL-206223,VoltEdge N463-MAX Mechanical Keyboard,Mechanical Keyboard by VoltEdge,VoltEdge N463-MAX Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,VoltEdge,N463-MAX,Active,EA,Finished Good,Non-stocked,187,73,20,1,100,C,N,N,40.17,39.04,40.27,80.31,66.39,USD,2025-06-10,SUP-008,Penang Device Assembly,V-SUP-008-84232,69,Malaysia,5.4,8.55,6.78,8.21,475.93,White,Steel,N,WH-MIA-01,Z19,A08,R057,S08,B04,Z19-A08-R057-S08-B04,Cage,Buy VoltEdge N463-MAX Mechanical Keyboard,https://example.com/images/KEY-VOL-N463-MAX-0314.jpg,https://example.com/products/KEY-VOL-N463-MAX-0314,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,voltedge,n463-max",Y,Wholesale,2025-06-10,kpatel,2025-06-19,mchen,11
